point,m_min,adv_mean,adv_ci_half,adv_lo,adv_hi,part_mean,part_ci_half,part_lo,part_hi,rel_mean
undefended,1,0.6150492800544718,0.018068652000409413,0.5969806280540624,0.6331179320548812,271.54333333333335,3.4579035766824973,268.08542975665085,275.00123691001585,1.0
mild,45,0.586027570894464,0.03928498267789082,0.5467425882165732,0.6253125535723548,250.28000000000003,8.070940684386642,242.2090593156134,258.35094068438667,0.8966666666666667
cliff_lo,50,0.5303418928131028,0.0657067968330741,0.4646350959800288,0.596048689646177,212.45999999999998,7.086141493728206,205.37385850627177,219.5461414937282,0.7366666666666666
cliff_mid,55,0.36876144767362906,0.08398053022084828,0.2847809174527808,0.45274197789447734,145.52666666666667,11.692698587303084,133.8339680793636,157.21936525396976,0.4793333333333334
cliff_hi,60,0.08191301550342217,0.07929154699693064,0.002621468506491517,0.1612045625003528,75.7,13.05615745954573,62.64384254045427,88.75615745954573,0.23399999999999999
strong,70,0.0,0.0,0.0,0.0,11.85,5.381678085002259,6.468321914997739,17.231678085002258,0.03266666666666666
