run,round,val_accuracy,val_loss,virtual_time,wall_time,participation
train,0,0.013299999758601189,4.608098983764648,400.0,1.4366949098184705,345
train,1,0.013499999418854713,4.603168964385986,800.0,2.4934045309200883,338
train,2,0.016300000250339508,4.597510814666748,1200.0,3.519394028931856,323
train,3,0.01899999938905239,4.592776775360107,1600.0,4.5896102068945765,321
train,4,0.019199999049305916,4.588207721710205,2000.0,5.735886089503765,339
train,5,0.018799999728798866,4.584050178527832,2400.0,6.827110660262406,324
train,6,0.019500000402331352,4.579040050506592,2800.0,8.025451711378992,354
train,7,0.020399998873472214,4.573975086212158,3200.0,9.13971601612866,333
train,8,0.019999999552965164,4.567522048950195,3600.0,10.405728369951248,335
train,9,0.01899999938905239,4.5613861083984375,4000.0,11.490351566113532,318
train,10,0.01979999989271164,4.555386543273926,4400.0,12.683495254255831,357
train,11,0.02149999886751175,4.549171447753906,4800.0,13.933157184161246,339
train,12,0.02410000003874302,4.542000770568848,5200.0,15.161621655337512,313
train,13,0.02410000003874302,4.535318374633789,5600.0,16.320017877034843,338
train,14,0.02630000002682209,4.528332710266113,6000.0,17.503563662059605,341
train,15,0.02579999901354313,4.519303321838379,6400.0,18.696962564252317,355
train,16,0.028199998661875725,4.510313987731934,6800.0,19.978963751345873,382
train,17,0.026499999687075615,4.50153923034668,7200.0,21.078438428230584,329
train,18,0.029600000008940697,4.492481231689453,7600.0,22.243291767314076,345
train,19,0.03359999880194664,4.480838775634766,8000.0,23.32706598006189,324
train,20,0.03759999945759773,4.4710869789123535,8400.0,24.38740047812462,312
train,21,0.04169999808073044,4.4590559005737305,8800.0,25.56907543540001,350
train,22,0.041600000113248825,4.444786548614502,9200.0,26.72484415397048,344
train,23,0.04270000010728836,4.431437969207764,9600.0,27.744999372400343,299
train,24,0.042399998754262924,4.4176459312438965,10000.0,28.864654066972435,333
train,25,0.04969999939203262,4.401719570159912,10400.0,29.947759862989187,318
train,26,0.04389999806880951,4.388481616973877,10800.0,31.141360086388886,357
train,27,0.0510999970138073,4.3727850914001465,11200.0,32.30227858759463,340
train,28,0.05559999868273735,4.355344772338867,11600.0,33.490355792455375,355
train,29,0.057099997997283936,4.338080406188965,12000.0,34.68318394199014,348
train,30,0.056699998676776886,4.322225570678711,12400.0,35.744240244850516,311
train,31,0.05869999900460243,4.304029941558838,12800.0,36.82939182501286,322
train,32,0.062199998646974564,4.282739639282227,13200.0,37.97029479406774,334
train,33,0.06069999933242798,4.265981197357178,13600.0,39.05266515817493,320
train,34,0.06639999896287918,4.2523908615112305,14000.0,40.43074329663068,360
train,35,0.06769999861717224,4.237881183624268,14400.0,41.52814674936235,328
train,36,0.07409999519586563,4.2195611000061035,14800.0,42.65549385920167,331
train,37,0.07119999825954437,4.205862998962402,15200.0,43.73821270558983,322
train,38,0.0778999999165535,4.190671920776367,15600.0,44.85979533754289,310
train,39,0.07109999656677246,4.182955265045166,16000.0,46.05384972412139,338
train,40,0.07589999586343765,4.16652774810791,16400.0,47.08990930207074,308
train,41,0.08069999516010284,4.155404090881348,16800.0,48.20985596906394,322
train,42,0.0802999958395958,4.1461639404296875,17200.0,49.34514491632581,337
train,43,0.08150000125169754,4.1341962814331055,17600.0,50.503537624143064,326
train,44,0.08320000022649765,4.1257429122924805,18000.0,51.792947550304234,356
train,45,0.08549999445676804,4.1140055656433105,18400.0,52.99308715481311,337
train,46,0.09359999746084213,4.094507694244385,18800.0,54.152300401590765,339
train,47,0.09429999440908432,4.090175151824951,19200.0,55.316274671815336,344
train,48,0.09779999405145645,4.074666976928711,19600.0,56.525881038978696,352
train,49,0.09259999543428421,4.065189361572266,20000.0,57.71777499932796,353
train,50,0.1013999953866005,4.053225994110107,20400.0,58.79330369271338,308
train,51,0.10499999672174454,4.049225330352783,20800.0,59.99329403694719,356
train,52,0.09950000047683716,4.046351432800293,21200.0,61.16919785737991,331
train,53,0.09919999539852142,4.036231994628906,21600.0,62.3927149111405,357
train,54,0.1046999990940094,4.027137756347656,22000.0,63.59112308267504,357
train,55,0.10179999470710754,4.022788047790527,22400.0,64.7433635275811,323
train,56,0.10249999910593033,4.013265609741211,22800.0,65.88955298624933,341
train,57,0.10239999741315842,4.010163307189941,23200.0,66.95901665836573,314
train,58,0.10979999601840973,4.005344390869141,23600.0,68.10456900577992,335
train,59,0.10529999434947968,3.9956698417663574,24000.0,69.33819218818098,361
train,60,0.10349999368190765,3.9834277629852295,24400.0,70.59879826754332,346
train,61,0.10929999500513077,3.9731273651123047,24800.0,71.63686851598322,306
train,62,0.1143999993801117,3.9675114154815674,25200.0,72.81873613968492,344
train,63,0.11479999870061874,3.9655871391296387,25600.0,73.94053116906434,333
train,64,0.1119999960064888,3.9561328887939453,26000.0,75.13152726739645,345
