config,round,val_accuracy,val_loss,virtual_time,wall_time,round_time,participation
tifl,8,0.2671999931335449,2.1484904289245605,3600.0,2.133899224922061,1841.9423784956412,81
tifl,9,0.272599995136261,2.126455545425415,4000.0,2.362300776876509,2074.808311456715,69
tifl,10,0.2606000006198883,2.1061816215515137,4400.0,2.5336348162963986,2254.1045308047997,47
tifl,11,0.28200000524520874,2.0798521041870117,4800.0,2.8155415058135986,2414.8876285028928,90
tifl,12,0.1809999942779541,2.157994031906128,5200.0,2.941272388212383,2528.022135848957,30
tifl,13,0.30329999327659607,2.0634872913360596,5600.0,3.2651659790426493,2688.846818449972,105
tifl,14,0.2602999806404114,2.0610249042510986,6000.0,3.5086447624489665,2927.370967346021,75
tifl,15,0.26589998602867126,2.041954278945923,6400.0,3.657425138168037,3042.1912295702036,39
tifl,16,0.3012000024318695,2.010033369064331,6800.0,3.9923302363604307,3202.569266985345,107
tifl,17,0.3166999816894531,1.9836359024047852,7200.0,4.277872840873897,3363.583741776302,90
tifl,18,0.30559998750686646,1.984715223312378,7600.0,4.576659941114485,3524.7685797055365,96
tifl,19,0.287200003862381,1.9937615394592285,8000.0,4.705595629289746,3641.265949943802,31
tifl,20,0.32690000534057617,1.9526629447937012,8400.0,4.868390688672662,3825.886531665183,44
tifl,21,0.3249000012874603,1.9271925687789917,8800.0,5.002240281552076,3943.133069927724,33
tifl,22,0.32170000672340393,1.9218676090240479,9200.0,5.306404855102301,4104.130066387022,98
tifl,23,0.2768999934196472,1.9659987688064575,9600.0,5.480713851749897,4222.1135424725935,46
tifl,24,0.32359999418258667,1.907662272453308,10000.0,5.758339438587427,4616.211420561736,88
tifl,25,0.25839999318122864,2.0008747577667236,10400.0,5.912889917381108,4734.550292388835,41
tifl,26,0.24879999458789825,1.960080862045288,10800.0,6.0664315382018685,4853.184161707851,41
tifl,27,0.33559998869895935,1.8830780982971191,11200.0,6.339428758248687,5014.714217074801,86
tifl,28,0.31599998474121094,1.889896035194397,11600.0,6.606962486170232,5261.024762372619,81
tifl,29,0.29189997911453247,1.940596103668213,12000.0,6.78402282949537,5449.041056261615,49
tifl,30,0.3000999987125397,1.9204539060592651,12400.0,6.960317282937467,5637.70585715886,49
tifl,31,0.35040000081062317,1.8545340299606323,12800.0,7.20034521445632,5884.761006183344,73
tifl,32,0.3427000045776367,1.8560463190078735,13200.0,7.351843756623566,6004.193038523709,40
tifl,33,0.33469998836517334,1.8530179262161255,13600.0,7.522490858100355,6193.216858889653,47
tifl,34,0.34129998087882996,1.8412195444107056,14000.0,7.705576243810356,6312.95702236124,54
tifl,35,0.33799999952316284,1.847882866859436,14400.0,7.9228668212890625,6474.87587933688,72
tifl,36,0.3285999894142151,1.868538498878479,14800.0,8.069796119816601,6594.3619030979935,42
tifl,37,0.36949998140335083,1.8082025051116943,15200.0,8.32068221643567,6755.862141110033,84
tifl,38,0.34630000591278076,1.828236699104309,15600.0,8.483684356324375,6945.5061424931555,48
tifl,39,0.3700000047683716,1.797715663909912,16000.0,8.6469148946926,7066.070794315341,49
tifl,40,0.3464999794960022,1.8101173639297485,16400.0,8.792300005443394,7187.034474881966,41
tifl,41,0.38009998202323914,1.786422610282898,16800.0,9.029292188584805,7349.256230848318,79
tifl,42,0.3865000009536743,1.777437448501587,17200.0,9.240265103057027,7539.718833875753,63
tifl,43,0.37790000438690186,1.7882109880447388,17600.0,9.448338679037988,7935.236902098996,62
tifl,44,0.35189998149871826,1.804391622543335,18000.0,9.628502760082483,8056.220742100871,51
tifl,45,0.32359999418258667,1.8433066606521606,18400.0,9.787896802648902,8177.592809096732,43
tifl,46,0.3604999780654907,1.7732487916946411,18800.0,9.991054818034172,8368.335788040256,57
tifl,47,0.3791999816894531,1.7692890167236328,19200.0,10.124735062010586,8487.37274572963,33
tifl,48,0.3739999830722809,1.7591382265090942,19600.0,10.301604266278446,8677.894219699006,50
tifl,49,0.37459999322891235,1.7685787677764893,20000.0,10.57729103602469,8840.32374581678,87
tifl,50,0.3700999915599823,1.7524974346160889,20400.0,10.741098634898663,8962.164768045184,45
tifl,51,0.3739999830722809,1.768739104270935,20800.0,10.939886383712292,9153.602931639414,58
tifl,52,0.3878999948501587,1.7403371334075928,21200.0,11.216783070936799,9548.568315565744,88
tifl,53,0.39409998059272766,1.7456088066101074,21600.0,11.40743634942919,9670.769936783878,55
tifl,54,0.4025000035762787,1.7207003831863403,22000.0,11.596018821001053,9791.745803444259,51
tifl,55,0.3990999758243561,1.7294554710388184,22400.0,11.846907378174365,10042.519614850167,78
tifl,56,0.4048999845981598,1.7214434146881104,22800.0,12.106911366805434,10204.752171043327,80
tifl,57,0.4026999771595001,1.6936826705932617,23200.0,12.358211163431406,10603.665531301982,78
tifl,58,0.3986999988555908,1.6948820352554321,23600.0,12.596001016907394,10853.734772042211,73
tifl,59,0.3865000009536743,1.7226754426956177,24000.0,12.830256585031748,11103.96070350116,72
tifl,60,0.3726999759674072,1.7374298572540283,24400.0,13.064781281165779,11500.105182193169,72
tifl,61,0.4253000020980835,1.6678773164749146,24800.0,13.306421420536935,11661.41931559232,83
tifl,62,0.4088999927043915,1.688490390777588,25200.0,13.499710795469582,11784.146427572226,57
tifl,63,0.39499998092651367,1.7038882970809937,25600.0,13.673646704293787,11906.715508491387,49
tifl,64,0.41200000047683716,1.6617581844329834,26000.0,13.872509342618287,12098.427080014837,58
tifl,65,0.4300999939441681,1.6409183740615845,26400.0,14.076855005696416,12494.104958034713,60
tifl,66,0.3920999765396118,1.682518720626831,26800.0,14.255347847007215,12617.178161349319,50
tifl,67,0.39329999685287476,1.7008521556854248,27200.0,14.447887662798166,12809.350576392828,56
tifl,68,0.40139999985694885,1.6679247617721558,27600.0,14.634496506303549,13001.542659390241,57
tifl,69,0.407399982213974,1.6771761178970337,28000.0,14.765738245099783,13124.597608125283,36
tifl,70,0.41819998621940613,1.6409099102020264,28400.0,14.962663615122437,13524.490356288554,64
tifl,71,0.40129998326301575,1.6763050556182861,28800.0,15.132009438239038,13647.33097926344,51
tifl,72,0.4050999879837036,1.6625486612319946,29200.0,15.306486744433641,13770.67840328642,54
tifl,73,0.3990999758243561,1.646044373512268,29600.0,15.481563491746783,13894.263580995646,54
tifl,74,0.4311999976634979,1.6079460382461548,30000.0,15.712004334665835,14293.315923003034,76
tifl,75,0.4153999984264374,1.631162405014038,30400.0,15.947502722032368,14678.303579818512,80
tifl,76,0.4359000027179718,1.6030443906784058,30800.0,16.17215119022876,14840.119556568892,75
tifl,77,0.423799991607666,1.6218832731246948,31200.0,16.3370278486982,14963.850406138965,49
tifl,78,0.4179999828338623,1.6248679161071777,31600.0,16.58965907525271,15356.6559555433,86
tifl,79,0.41609999537467957,1.6243458986282349,32000.0,16.843368110246956,15607.764359285993,81
tifl,80,0.4253999888896942,1.616839051246643,32400.0,17.018596607260406,15800.588824089831,55
tifl,81,0.4397999942302704,1.5872902870178223,32800.0,17.16644079517573,15993.611607234949,43
tifl,82,0.4350999891757965,1.5872260332107544,33200.0,17.386552289128304,16155.911598996152,74
tifl,83,0.4278999865055084,1.6085513830184937,33600.0,17.584909358993173,16408.462968617154,64
tifl,84,0.39659997820854187,1.6515127420425415,34000.0,17.762034843675792,16532.45603251181,50
tifl,85,0.39579999446868896,1.6524288654327393,34400.0,17.910633840598166,16656.45403758881,39
tifl,86,0.43689998984336853,1.5856595039367676,34800.0,18.082726510241628,16850.196938209177,48
tifl,87,0.4227999746799469,1.6134451627731323,35200.0,18.28693544305861,17012.421238379684,60
tifl,88,0.44039997458457947,1.572220802307129,35600.0,18.49000085890293,17409.070118243806,60
tifl,89,0.4414999783039093,1.5755796432495117,36000.0,18.75554611068219,17571.771538891127,83
tifl,90,0.42879998683929443,1.58808171749115,36400.0,18.952806282788515,17765.62144638832,58
tifl,91,0.448199987411499,1.571286678314209,36800.0,19.153195350430906,17959.52425116857,57
tifl,92,0.4587000012397766,1.5518702268600464,37200.0,19.35305131971836,18083.883939550924,58
tifl,93,0.43949997425079346,1.5761888027191162,37600.0,19.5442476272583,18277.324951450206,55
tifl,94,0.4332999885082245,1.581741452217102,38000.0,19.77201278321445,18471.274739908484,69
tifl,95,0.4596000015735626,1.5368460416793823,38400.0,20.01785716880113,18633.776189028562,76
tifl,96,0.4327999949455261,1.5853943824768066,38800.0,20.190565388649702,18827.114012093254,48
tifl,97,0.42559999227523804,1.592241644859314,39200.0,20.408220997080207,19019.855342202427,65
tifl,98,0.4186999797821045,1.5944056510925293,39600.0,20.57133795786649,19144.44026384972,44
tifl,99,0.4536999762058258,1.5492185354232788,40000.0,20.793275580741465,19337.06760700086,67
fedsc,0,0.13099999725818634,2.2812957763671875,896.7971199025646,0.9606206389144063,805.0885144112037,345
fedsc,1,0.1712999939918518,2.265422821044922,1793.5942398051293,1.9742224672809243,1555.4973732580966,359
fedsc,2,0.19579999148845673,2.2503466606140137,2690.391359707694,2.8783986335620284,2425.721469951745,329
fedsc,3,0.22630000114440918,2.23347544670105,3587.1884796102586,3.795917714945972,3088.1362717208194,333
fedsc,4,0.2272000014781952,2.214465379714966,4483.985599512824,4.7104405695572495,3683.516883921081,333
fedsc,5,0.2621999979019165,2.1915552616119385,5132.184369256911,5.665589046664536,4219.512208701483,344
fedsc,6,0.2557999789714813,2.1730353832244873,5780.383139000998,6.6297161765396595,4793.375456390636,351
fedsc,7,0.2800000011920929,2.149324893951416,6428.5819087450855,7.597577500157058,5436.073748890625,352
fedsc,8,0.27469998598098755,2.1251113414764404,7076.780678489173,8.549899464473128,6000.115405837078,345
fedsc,9,0.27379998564720154,2.10093355178833,7724.97944823326,9.492258080281317,6538.302146498572,335
fedsc,10,0.2938999831676483,2.0801992416381836,10281.762942109013,10.517354371957481,7817.346018763872,369
fedsc,11,0.2895999848842621,2.058516502380371,12838.546435984767,11.467231299728155,8377.079176104759,347
fedsc,12,0.3028999865055084,2.0444839000701904,15395.32992986052,12.363251810893416,9058.045295761458,325
fedsc,13,0.3122999966144562,2.0216071605682373,17952.113423736275,13.348490020260215,9672.973866323522,357
fedsc,14,0.31129997968673706,2.002290725708008,20508.89691761203,14.318518967367709,11296.39869451472,351
fedsc,15,0.3156999945640564,1.984173059463501,20879.103697686387,15.271772846579552,11665.837050690176,345
fedsc,16,0.32429999113082886,1.9697718620300293,21249.310477760744,16.229485909454525,12035.2011876409,348
fedsc,17,0.32170000672340393,1.9570765495300293,21619.5172578351,17.137328349985182,12403.704244784834,326
fedsc,18,0.3317999839782715,1.9457136392593384,21989.72403790946,18.036343880929053,12767.32321610002,326
fedsc,19,0.322299987077713,1.9385308027267456,22359.930817983815,18.933920484036207,13136.81372462081,326
fedsc,20,0.335099995136261,1.9180810451507568,23810.223439696198,19.845076584257185,14091.718511007732,330
fedsc,21,0.3328999876976013,1.9102262258529663,25260.51606140858,20.84253181517124,15122.983113806007,365
fedsc,22,0.33649998903274536,1.8989050388336182,26710.808683120962,21.84020705614239,15723.949071722145,361
fedsc,23,0.35439997911453247,1.8948771953582764,28161.101304833344,22.70794831775129,16366.148432285518,313
fedsc,24,0.34529998898506165,1.8770185708999634,29611.393926545727,23.628929309546947,17322.43689917592,335
fedsc,25,0.335099995136261,1.8803558349609375,30918.20280618351,24.549691860564053,18352.928780545928,337
fedsc,26,0.3552999794483185,1.866327166557312,32225.011685821297,25.56495930533856,18833.85030021441,366
fedsc,27,0.35109999775886536,1.8544795513153076,33531.82056545908,26.55365873966366,19814.63382596418,360
fedsc,28,0.344899982213974,1.862655520439148,34838.62944509686,27.55487510189414,20698.146428558244,365
fedsc,29,0.36239999532699585,1.8454372882843018,36145.43832473465,28.558893111534417,21357.82157367309,366
fedsc,30,0.3718000054359436,1.834486484527588,37166.344576507276,29.45424553565681,22194.346221702457,324
fedsc,31,0.3676999807357788,1.8236185312271118,38187.2508282799,30.342190598137677,23046.169851353257,326
fedsc,32,0.37119999527931213,1.8238877058029175,39208.15708005253,31.26839559804648,23876.809273440827,343
fedsc,33,0.37139999866485596,1.812760591506958,40229.06333182516,32.219956520944834,24409.249642802322,351
fedsc,34,0.37209999561309814,1.8051804304122925,41249.969583597784,33.193005478940904,25312.571520895148,357
fedsc,35,0.3642999827861786,1.8014392852783203,42147.30072969176,34.118420171551406,26115.134916617677,340
fedsc,36,0.3755999803543091,1.7942405939102173,43044.63187578573,35.02416229713708,26786.187806228412,334
fedsc,37,0.3797000050544739,1.7851687669754028,43941.9630218797,35.97800545860082,27456.076033160105,350
fedsc,38,0.38119998574256897,1.786405086517334,44839.294167973676,36.865152556449175,28290.171876470093,323
fedsc,39,0.38749998807907104,1.7738306522369385,45736.62531406765,37.851234283298254,28840.242450758826,361
fedsc,40,0.3716999888420105,1.7790536880493164,46358.937098304115,38.73339415807277,29377.396276019732,324
fedsc,41,0.3870999813079834,1.7641576528549194,46981.24888254058,39.655445837415755,29893.12681900719,340
fedsc,42,0.3978999853134155,1.7504326105117798,47603.56066677705,40.600886192172766,30420.17875569844,345
fedsc,43,0.3904999792575836,1.7513527870178223,48225.872451013514,41.52739320881665,30984.500534118608,342
fedsc,44,0.3999999761581421,1.739725947380066,48848.18423524998,42.4984248271212,31533.62105491094,359
fedsc,45,0.38679999113082886,1.7388356924057007,49815.32708904355,43.44605692103505,32101.794240984396,351
fedsc,46,0.3958999812602997,1.7364633083343506,50782.469942837124,44.44343498907983,32862.13972793945,362
fedsc,47,0.41019999980926514,1.7218074798583984,51749.612796630696,45.391102043911815,33645.42248569596,349
fedsc,48,0.4008999764919281,1.7272154092788696,52716.75565042427,46.381004522554576,34454.41027907008,364
fedsc,49,0.40299999713897705,1.723877191543579,53683.89850421784,47.35937023535371,35166.963293647954,362
fedsc,50,0.41040000319480896,1.704119086265564,54767.876145230795,48.27213788218796,35758.6786144142,332
fedsc,51,0.4075999855995178,1.7020343542099,55851.85378624375,49.25890837516636,36630.96224172564,363
fedsc,52,0.4088999927043915,1.6973258256912231,56935.83142725671,50.21357730682939,37564.20846135718,350
fedsc,53,0.4203999936580658,1.689462661743164,58019.809068269664,51.173233232460916,38169.000697368756,353
fedsc,54,0.4163999855518341,1.6824791431427002,59103.78670928262,52.172200004570186,38815.373119761854,367
fedsc,55,0.41679999232292175,1.6781904697418213,59856.50099413315,53.08504543360323,39518.92335758605,336
fedsc,56,0.41429999470710754,1.6799349784851074,60609.215278983684,54.05717034637928,40114.65398264363,357
fedsc,57,0.4107999801635742,1.669675588607788,61361.929563834216,54.931092261336744,40837.87654642639,319
fedsc,58,0.4122999906539917,1.6712044477462769,62114.64384868475,55.91264095623046,41384.23645587905,359
fedsc,59,0.42549997568130493,1.6547003984451294,62867.35813353528,56.8912770440802,41885.57810571729,361
fedsc,60,0.42489999532699585,1.6516271829605103,71833.87618361121,57.84269213397056,43422.49225132012,350
fedsc,61,0.4310999810695648,1.6400566101074219,80800.39423368714,58.7264085188508,44428.62194540697,323
fedsc,62,0.4339999854564667,1.6417725086212158,89766.91228376307,59.70250624138862,45573.83686820459,359
fedsc,63,0.4268999993801117,1.652366042137146,98733.430333839,60.626738514751196,46052.56091423902,338
fedsc,64,0.44110000133514404,1.6308590173721313,107699.94838391493,61.61024051066488,46930.881028211144,364
fedsc,65,0.43879997730255127,1.6244487762451172,108487.31908994928,62.504063236527145,47637.62695001027,329
fedsc,66,0.42739999294281006,1.6224323511123657,109274.68979598362,63.37522340007126,48197.044483987025,318
fedsc,67,0.4327999949455261,1.6278754472732544,110062.06050201796,64.33940970990807,48953.24879153545,357
fedsc,68,0.446399986743927,1.606189489364624,110849.43120805231,65.37488391064107,49576.959071106336,385
fedsc,69,0.4301999807357788,1.6098060607910156,111636.80191408665,66.26310864649713,50230.31112741532,328
fedsc,70,0.4449999928474426,1.5982322692871094,112028.01730848226,67.1868108920753,50618.61282391584,335
fedsc,71,0.4380999803543091,1.6044621467590332,112419.23270287787,68.0686263255775,51005.990562586405,325
fedsc,72,0.4372999966144562,1.5934720039367676,112810.44809727347,69.00718147773296,51394.68086617549,365
fedsc,73,0.44929999113082886,1.5837905406951904,113201.66349166908,69.84670739993453,51784.30918753952,338
fedsc,74,0.43879997730255127,1.5872312784194946,113592.87888606469,70.6687886910513,52173.65577863626,332
fedsc,75,0.44609999656677246,1.5854122638702393,115350.93108337834,71.55898676812649,53270.32549359595,350
fedsc,76,0.4511999785900116,1.5739831924438477,117108.98328069199,72.46545611787587,54738.31434131895,361
fedsc,77,0.4499000012874603,1.5684103965759277,118867.03547800564,73.38267375621945,56014.29766543734,369
fedsc,78,0.44579997658729553,1.5696039199829102,120625.08767531929,74.30404879990965,56761.86083294437,369
fedsc,79,0.45559999346733093,1.5754326581954956,122383.13987263294,75.2878584349528,57432.625661912396,356
fedsc,80,0.460099995136261,1.5629818439483643,123787.61020087844,76.29235962871462,58079.36040850826,367
fedsc,81,0.44519999623298645,1.5666711330413818,125192.08052912394,77.1874030539766,59410.759962750846,326
fedsc,82,0.45260000228881836,1.5562942028045654,126596.55085736944,78.10428911540657,60043.05690309203,336
fedsc,83,0.4544999897480011,1.5556939840316772,128001.02118561494,78.96496073808521,60846.50997451285,312
fedsc,84,0.4546999931335449,1.5472816228866577,129405.49151386044,79.93606368079782,62035.21463577309,358
fedsc,85,0.45639997720718384,1.5493422746658325,130096.67578713852,80.98118125181645,62540.091705385945,387
fedsc,86,0.4499000012874603,1.5486024618148804,130787.8600604166,81.95694481953979,63132.63641627842,360
