m_min,round,val_accuracy,round_time,participation
40,37,0.07119999825954437,14978.981531879279,234
40,38,0.07859999686479568,15369.84060373719,261
40,39,0.07589999586343765,15753.231720917933,326
40,40,0.07580000162124634,16146.053633547685,258
40,41,0.07889999449253082,16535.307702536516,303
40,42,0.08079999685287476,16934.309143690705,327
40,43,0.07899999618530273,17329.827211913947,310
40,44,0.08289999514818192,17727.86446929055,338
40,45,0.08289999514818192,18124.439501401954,324
40,46,0.09290000051259995,18504.61611259814,320
40,47,0.09479999542236328,18897.51098153966,297
40,48,0.09470000118017197,19297.401532409644,341
40,49,0.09030000120401382,19696.332978340804,337
40,50,0.10019999742507935,20093.87068523143,299
40,51,0.10089999437332153,20493.099131860643,297
40,52,0.09730000048875809,20888.064515786973,285
40,53,0.10130000114440918,21287.262088530693,339
40,54,0.10480000078678131,21670.24679208152,335
40,55,0.10109999775886536,22061.84368714596,310
40,56,0.1005999967455864,22461.170012798164,326
40,57,0.09849999845027924,22860.08337305682,303
40,58,0.10679999738931656,23255.675713650908,319
40,59,0.10599999874830246,23653.349866856963,349
40,60,0.10319999605417252,24049.135335620846,331
40,61,0.10849999636411667,24437.626326800477,292
40,62,0.11409999430179596,24830.486813885396,329
40,63,0.11259999871253967,25228.445054689597,320
40,64,0.11059999465942383,25627.882424773066,336
40,65,0.10589999705553055,26023.560302792943,313
40,66,0.10769999772310257,26422.8999133686,303
40,67,0.11419999599456787,26822.412398736782,330
40,68,0.10449999570846558,27220.650796656915,352
40,69,0.10939999669790268,27618.646391880477,285
40,70,0.11769999563694,28018.539140043747,325
40,71,0.1184999942779541,28417.457797817417,312
40,72,0.125,28815.606165466597,350
40,73,0.125,29214.765376997395,330
40,74,0.1200999990105629,29613.817719004783,314
40,75,0.12610000371932983,29998.42617621358,320
40,76,0.1266999989748001,30396.25366106436,311
40,77,0.12099999934434891,30794.39325948516,346
40,78,0.12999999523162842,31181.555701078025,333
40,79,0.12479999661445618,31580.49191872954,329
40,80,0.12799999117851257,31962.711974695925,341
40,81,0.12780000269412994,32357.13863698987,312
40,82,0.1340000033378601,32752.2704870551,296
40,83,0.1297999918460846,33143.827012607806,256
40,84,0.1281999945640564,33542.42606220178,329
40,85,0.13319998979568481,33939.86120453306,352
40,86,0.13169999420642853,34334.48223480129,344
40,87,0.13750000298023224,34734.14813852329,304
40,88,0.1298999935388565,35124.91772713295,324
40,89,0.13769999146461487,35521.789675644985,296
40,90,0.1347000002861023,35919.1457408918,265
40,91,0.1396999955177307,36318.09749375107,328
40,92,0.1396999955177307,36717.23082110248,305
40,93,0.1386999934911728,37114.940201285564,330
40,94,0.14499999582767487,37509.68207206676,332
40,95,0.1419999897480011,37903.88001692567,325
40,96,0.14810000360012054,38301.5180308292,312
40,97,0.14669999480247498,38696.77175458573,321
40,98,0.14659999310970306,39093.637906960226,320
40,99,0.13809999823570251,39483.533231524045,301
55,0,0.012899999506771564,399.9865418873601,289
55,1,0.013299999758601189,788.4941742398096,319
55,2,0.01719999872148037,1184.1108695287846,288
55,3,0.01730000041425228,1581.2396449437983,268
55,4,0.01809999905526638,1968.1205817929795,287
55,5,0.01759999990463257,2367.0076239691593,255
55,6,0.017500000074505806,2762.416508819468,290
55,7,0.01809999905526638,3151.089085462469,264
55,8,0.017400000244379044,3535.6430587289096,254
55,9,0.01860000006854534,3919.112929520892,228
55,10,0.019899999722838402,4318.599809253443,254
55,11,0.020999999716877937,4709.148169728605,248
55,12,0.021900000050663948,5106.651261306098,238
55,13,0.023799998685717583,5498.338587451812,266
55,14,0.02499999850988388,5881.881575471078,252
55,15,0.02539999969303608,6280.6750293735195,253
55,16,0.025999998673796654,6674.567151429203,333
55,17,0.025200000032782555,7069.750554447065,238
55,18,0.028699999675154686,7464.630716565934,264
55,19,0.03179999813437462,7863.532395069912,244
55,20,0.036399997770786285,8257.220233525475,233
55,21,0.03989999741315842,8657.033534922117,255
55,22,0.04129999876022339,9050.070863042498,235
55,23,0.03999999910593033,9448.952057893177,210
55,24,0.04010000079870224,9843.049935982319,251
55,25,0.04729999974370003,10224.748351581084,224
55,26,0.049799997359514236,10623.9211809335,247
55,27,0.049799997359514236,11021.934827058043,230
55,28,0.05169999971985817,11417.07111754169,255
55,29,0.05219999700784683,11816.106211938202,242
55,30,0.056299999356269836,12215.173978351064,203
55,31,0.05119999870657921,12604.687817549775,219
55,32,0.06129999831318855,13001.069805882305,284
55,33,0.05869999900460243,13400.541738010557,240
55,34,0.061400000005960464,13794.310409886313,294
55,35,0.06939999759197235,14190.658875288796,221
55,36,0.06949999928474426,14589.066391621913,227
55,37,0.06769999861717224,14978.981531879279,234
55,38,0.07449999451637268,15230.209056168105,162
55,39,0.07669999450445175,15613.600173348848,278
55,40,0.07859999686479568,16006.4220859786,258
55,41,0.07719999551773071,16395.676154967434,256
55,42,0.0754999965429306,16794.677596121623,281
55,43,0.07750000059604645,17190.195664344865,262
55,44,0.08020000159740448,17588.23292172147,290
55,45,0.08240000158548355,17984.80795383287,284
55,46,0.09459999948740005,18364.98456502906,274
55,47,0.09529999643564224,18757.87943397058,297
55,48,0.08899999409914017,19157.76998484056,241
55,49,0.08789999783039093,19556.70143077172,237
55,50,0.10209999978542328,19954.23913766235,217
55,51,0.10109999775886536,20353.46758429156,297
55,52,0.0940999984741211,20748.43296821789,234
55,53,0.0997999981045723,21147.63054096161,287
55,54,0.1022999957203865,21530.61524451244,233
55,55,0.1006999984383583,21922.212139576877,217
55,56,0.09690000116825104,22321.53846522908,228
55,57,0.09699999541044235,22720.451825487737,205
55,58,0.10249999910593033,23116.044166081825,223
55,59,0.10459999740123749,23513.71831928788,349
55,60,0.09939999878406525,23909.503788051763,235
55,61,0.1078999936580658,24297.994779231394,210
55,62,0.11029999703168869,24690.855266316314,277
55,63,0.11349999904632568,25088.813507120514,221
55,64,0.10520000010728836,25488.250877203984,232
55,65,0.10449999570846558,25883.92875522386,266
55,66,0.10589999705553055,26283.26836579952,200
55,67,0.10899999737739563,26682.7808511677,234
55,68,0.1062999963760376,27081.019249087833,303
55,69,0.10969999432563782,27479.014844311394,285
55,70,0.11549999564886093,27878.907592474665,223
55,71,0.11809999495744705,28277.826250248334,269
55,72,0.11909999698400497,28675.974617897515,297
55,73,0.12370000034570694,29075.133829428312,284
55,74,0.11499999463558197,29474.1861714357,213
55,75,0.1225999966263771,29858.794628644497,274
55,76,0.12469999492168427,30256.622113495276,264
55,77,0.11899999529123306,30654.76171191608,243
55,78,0.12389999628067017,31041.924153508942,285
55,79,0.12349999696016312,31440.86037116046,284
55,80,0.12719999253749847,31823.080427126843,288
55,81,0.1256999969482422,32217.507089420786,221
55,82,0.1314999908208847,32612.638939486016,206
55,83,0.1281999945640564,33004.19546503873,256
55,84,0.12999999523162842,33402.794514632704,283
55,85,0.12960000336170197,33800.22965696398,312
55,86,0.13009999692440033,34194.85068723221,297
55,87,0.13130000233650208,34594.51659095421,204
55,88,0.1266999989748001,34985.286179563875,324
55,89,0.1314999908208847,35382.158128075906,199
55,90,0.13490000367164612,35779.51419332272,265
55,91,0.1362999975681305,36178.46594618199,225
55,92,0.13989999890327454,36577.5992735334,305
55,93,0.1388999968767166,36975.308653716485,330
55,94,0.14469999074935913,37370.05052449768,332
55,95,0.1419999897480011,37764.24846935659,283
55,96,0.14649999141693115,38161.88648326012,264
55,97,0.142099991440773,38557.14020701665,268
55,98,0.14259999990463257,38954.00635939115,276
55,99,0.13300000131130219,39343.901683954966,194
70,0,0.012899999506771564,399.9865418873601,289
70,1,0.013299999758601189,788.4941742398096,319
70,2,0.01719999872148037,1184.1108695287846,288
70,3,0.01730000041425228,1581.2396449437983,268
70,4,0.01809999905526638,1968.1205817929795,287
70,5,0.01759999990463257,2367.0076239691593,255
70,6,0.017500000074505806,2762.416508819468,290
70,7,0.01809999905526638,3151.089085462469,264
70,8,0.017400000244379044,3535.6430587289096,254
70,9,0.01719999872148037,3696.3957089705636,93
70,10,0.019600000232458115,4095.882588703115,191
70,11,0.020800000056624413,4486.430949178278,248
70,12,0.02410000003874302,4725.690856307552,169
70,13,0.02589999884366989,5117.378182453266,266
70,14,0.023799998685717583,5500.921170472532,183
70,15,0.027300000190734863,5899.714624374974,253
70,16,0.028599999845027924,6293.606746430657,274
70,17,0.025499999523162842,6688.7901494485195,238
70,18,0.028299998492002487,7083.670311567388,264
70,19,0.03240000084042549,7482.571990071367,244
70,20,0.03739999979734421,7876.259828526929,233
70,21,0.04169999808073044,8276.07312992357,255
70,22,0.041600000113248825,8669.110458043951,235
70,23,0.038599997758865356,8915.455368989726,75
70,24,0.045099999755620956,9309.553247078868,251
70,25,0.04919999837875366,9555.612362259799,156
70,26,0.043800000101327896,9954.785191612216,247
70,27,0.0429999977350235,10352.79883773676,165
70,28,0.05199999734759331,10747.935128220406,255
70,29,0.05159999802708626,11146.97022261692,242
70,30,0.0502999983727932,11309.387042961831,71
70,31,0.051899999380111694,11698.900882160542,219
70,32,0.05729999765753746,12095.282870493073,159
70,33,0.05570000037550926,12494.754802621323,240
70,34,0.06129999831318855,12888.523474497078,238
70,35,0.06449999660253525,13284.871939899562,85
70,36,0.06870000064373016,13683.279456232678,227
70,37,0.07029999792575836,14073.194596490044,234
70,38,0.0762999951839447,14324.42212077887,162
70,39,0.0762999951839447,14707.813237959614,157
70,40,0.06079999729990959,14870.281738914904,71
70,41,0.06629999727010727,15033.227961222088,77
70,42,0.07050000131130219,15432.229402376277,160
70,43,0.0762999951839447,15682.514019408565,74
70,44,0.07559999823570251,16080.551276785167,233
70,45,0.07999999821186066,16477.126308896568,164
70,46,0.09209999442100525,16857.302920092756,217
70,47,0.08909999579191208,17108.777711730247,174
70,48,0.08919999748468399,17508.66826260023,241
70,49,0.08689999580383301,17907.59970853139,237
70,50,0.10080000013113022,18305.137415422018,217
70,51,0.09730000048875809,18704.36586205123,172
70,52,0.09259999543428421,19099.33124597756,169
70,53,0.09539999812841415,19498.52881872128,167
70,54,0.10279999673366547,19881.513522272107,233
70,55,0.10289999842643738,20132.611210961844,149
70,56,0.09479999542236328,20386.093845477528,161
70,57,0.09719999879598618,20785.007205736183,149
70,58,0.1021999940276146,21037.817690209882,156
70,59,0.1021999940276146,21435.491843415937,163
70,60,0.0997999981045723,21831.27731217982,235
70,61,0.10409999638795853,22084.849099066716,151
70,62,0.10779999941587448,22336.936710601964,148
70,63,0.1078999936580658,22734.894951406164,158
70,64,0.1062999963760376,23134.332321489634,175
70,65,0.09849999845027924,23297.259910133296,74
70,66,0.09529999643564224,23548.56294401529,71
70,67,0.11169999837875366,23948.075429383473,234
70,68,0.1030999943614006,24198.68604842789,182
70,69,0.10700000077486038,24596.681643651453,230
70,70,0.10099999606609344,24759.5649157689,90
70,71,0.10639999806880951,24921.653558847505,80
70,72,0.1136000007390976,25176.34301267644,172
70,73,0.12239999324083328,25575.502224207237,229
70,74,0.1143999993801117,25974.554566214625,148
70,75,0.10979999601840973,26359.16302342342,150
70,76,0.10830000042915344,26612.347275293963,144
70,77,0.11679999530315399,27010.486873714766,243
70,78,0.11699999868869781,27397.64931530763,156
70,79,0.11389999836683273,27651.94746559477,162
70,80,0.1241999939084053,28034.167521561154,226
70,81,0.10849999636411667,28289.367489005137,91
70,82,0.10939999669790268,28451.66748076634,72
70,83,0.11679999530315399,28843.224006319047,74
70,84,0.12039999663829803,29241.823055913028,153
70,85,0.13050000369548798,29639.258198244304,312
70,86,0.12849999964237213,30033.879228512535,232
70,87,0.12950000166893005,30433.545132234536,146
70,88,0.11409999430179596,30628.625094457984,143
70,89,0.11749999970197678,30792.223112461215,75
70,90,0.10749999433755875,30955.638336489472,74
70,91,0.13439999520778656,31354.590089348738,225
70,92,0.10999999940395355,31518.094856875618,70
70,93,0.12559999525547028,31771.51091625226,149
70,94,0.12939999997615814,32166.252787033452,148
70,95,0.13769999146461487,32560.450731892364,217
70,96,0.1298999935388565,32816.393304884856,80
70,97,0.13079999387264252,33211.64702864139,147
70,98,0.10969999432563782,33608.513181015885,89
70,99,0.11339999735355377,33771.95638332781,73
77,0,0.012899999506771564,399.9865418873601,289
77,1,0.013299999758601189,788.4941742398096,319
77,2,0.017799999564886093,1184.1108695287846,212
77,3,0.016200000420212746,1581.2396449437983,192
77,4,0.018299998715519905,1968.1205817929795,287
77,5,0.01759999990463257,2367.0076239691593,255
77,6,0.017899999395012856,2762.416508819468,290
77,7,0.018299998715519905,3151.089085462469,264
77,8,0.017999999225139618,3535.6430587289096,254
77,9,0.01759999990463257,3696.3957089705636,93
77,10,0.019700000062584877,4095.882588703115,191
77,11,0.021299999207258224,4486.430949178278,173
77,12,0.025699999183416367,4725.690856307552,169
77,13,0.027499999850988388,5117.378182453266,266
77,14,0.024899998679757118,5500.921170472532,183
77,15,0.02579999901354313,5899.714624374974,179
77,16,0.02759999968111515,6293.606746430657,274
77,17,0.02459999918937683,6688.7901494485195,238
77,18,0.028599999845027924,7083.670311567388,264
77,19,0.02979999966919422,7482.571990071367,170
77,20,0.03619999811053276,7876.259828526929,162
77,21,0.04179999977350235,8122.174258913568,182
77,22,0.042500000447034836,8283.171255372867,91
77,23,0.042500000447034836,8401.60305294663,0
77,24,0.039400000125169754,8795.700931035772,251
77,25,0.04649999737739563,8957.93032553764,86
77,26,0.04729999974370003,9357.103154890057,247
77,27,0.04639999940991402,9755.116801014601,89
77,28,0.05199999734759331,10150.253091498247,180
77,29,0.04649999737739563,10549.28818589476,168
77,30,0.04649999737739563,10668.798096408322,0
77,31,0.04649999737739563,10789.072035968731,0
77,32,0.04769999906420708,11185.454024301262,159
77,33,0.04820000007748604,11584.925956429513,165
77,34,0.0543999969959259,11978.69462830527,238
77,35,0.05590000003576279,12375.043093707753,85
77,36,0.044599998742341995,12537.10028592555,81
77,37,0.06359999626874924,12927.015426182916,162
77,38,0.06719999760389328,13178.242950471742,162
77,39,0.06480000168085098,13340.09440716096,83
77,40,0.06480000168085098,13461.418036638273,0
77,41,0.05939999967813492,13624.364258945458,77
77,42,0.06059999763965607,14023.365700099646,160
77,43,0.06059999763965607,14145.322768250007,0
77,44,0.05649999901652336,14543.360025626609,83
77,45,0.06439999490976334,14705.484724347549,90
77,46,0.06439999490976334,14827.967834813799,0
77,47,0.06069999933242798,14991.099978422684,99
77,48,0.07289999723434448,15390.990529292669,241
77,49,0.07459999620914459,15789.92197522383,166
77,50,0.07459999620914459,15912.275009273277,0
77,51,0.07959999889135361,16311.50345590249,172
77,52,0.07739999890327454,16706.46883982882,169
77,53,0.08399999886751175,17105.66641257254,167
77,54,0.09189999848604202,17268.273895085513,86
77,55,0.09189999848604202,17390.856068283985,0
77,56,0.085999995470047,17644.33870279967,161
77,57,0.07829999923706055,18043.252063058324,77
77,58,0.07999999821186066,18206.432042771976,82
77,59,0.09160000085830688,18604.10619597803,163
77,60,0.08449999988079071,18857.41008876294,164
77,61,0.08689999580383301,19019.965790669612,81
77,62,0.09290000051259995,19272.05340220486,78
77,63,0.09839999675750732,19670.01164300906,158
77,64,0.09709999710321426,20069.44901309253,175
77,65,0.09709999710321426,20192.987449874494,0
77,66,0.09709999710321426,20316.94676834275,0
77,67,0.1046999990940094,20716.45925371093,164
77,68,0.09690000116825104,20967.06987275535,182
77,69,0.0828000009059906,21365.06546797891,85
77,70,0.08309999853372574,21527.94874009636,90
77,71,0.09139999747276306,21690.037383174964,80
77,72,0.10189999639987946,21944.7268370039,172
77,73,0.09989999979734421,22343.886048534696,81
77,74,0.09989999979734421,22468.056561122943,0
77,75,0.09989999979734421,22590.05723449696,0
77,76,0.09989999979734421,22714.645012227345,0
77,77,0.09769999980926514,23112.78461064815,169
77,78,0.10260000079870224,23499.947052241012,156
77,79,0.1005999967455864,23754.245202528153,162
77,80,0.09749999642372131,23917.554529961795,81
77,81,0.09759999811649323,24172.75449740578,91
77,82,0.09759999811649323,24296.527178821332,0
77,83,0.09759999811649323,24421.34051852914,0
77,84,0.1014999970793724,24676.238694704218,80
77,85,0.10659999400377274,24870.75801451447,166
77,86,0.10899999737739563,25265.3790447827,162
77,87,0.10899999737739563,25388.94237231231,0
77,88,0.10899999737739563,25513.893909092796,0
77,89,0.10899999737739563,25638.90498685779,0
77,90,0.10899999737739563,25762.767141145072,0
77,91,0.0965999960899353,26161.718894004338,77
77,92,0.0965999960899353,26286.078582386694,0
77,93,0.10819999873638153,26448.229857811202,77
77,94,0.0843999981880188,26611.79560995104,78
77,95,0.10679999738931656,26866.42078468006,77
77,96,0.1096000000834465,27122.36335767255,80
77,97,0.1096000000834465,27246.999250471126,0
77,98,0.09019999951124191,27643.86540284562,89
77,99,0.09019999951124191,27769.473880646397,0
85,0,0.012899999506771564,399.9865418873601,289
85,1,0.013199999928474426,788.4941742398096,235
85,2,0.01730000041425228,1184.1108695287846,212
85,3,0.015699999406933784,1581.2396449437983,112
85,4,0.01719999872148037,1968.1205817929795,287
85,5,0.01769999973475933,2193.5633875154967,174
85,6,0.017999999225139618,2588.9722723658056,290
85,7,0.01899999938905239,2977.6448490088064,187
85,8,0.017500000074505806,3362.198822275247,176
85,9,0.01769999973475933,3522.951472516901,93
85,10,0.020800000056624413,3922.4383522494522,191
85,11,0.02279999852180481,4312.986712724615,173
85,12,0.02499999850988388,4473.717407652548,89
85,13,0.027300000190734863,4634.5420902535625,102
85,14,0.02630000002682209,5018.0850782728285,183
85,15,0.02539999969303608,5416.87853217527,179
85,16,0.025499999523162842,5810.770654230953,192
85,17,0.025499999523162842,5926.389991621538,0
85,18,0.0284000001847744,6321.270153740406,264
85,19,0.029399998486042023,6720.171832244385,90
85,20,0.029399998486042023,6836.905815510209,0
85,21,0.03350000083446503,6998.515461023835,102
85,22,0.03519999980926514,7159.512457483133,91
85,23,0.03519999980926514,7277.944255056896,0
85,24,0.03359999880194664,7439.707545259951,87
85,25,0.04339999705553055,7601.936939761818,86
85,26,0.04339999705553055,7721.195707050424,0
85,27,0.045499999076128006,8119.209353174968,89
85,28,0.04969999939203262,8514.345643658615,180
85,29,0.03720000013709068,8913.380738055128,90
85,30,0.03720000013709068,9032.89064856869,0
85,31,0.03720000013709068,9153.164588129099,0
85,32,0.03720000013709068,9272.596620469465,0
85,33,0.04649999737739563,9435.214583303048,86
85,34,0.04649999737739563,9556.006817539228,0
85,35,0.04439999908208847,9952.355282941711,85
85,36,0.04439999908208847,10073.032035137914,0
85,37,0.04439999908208847,10194.132884526607,0
85,38,0.04439999908208847,10315.354061136899,0
85,39,0.04439999908208847,10436.530073849932,0
85,40,0.04439999908208847,10557.853703327246,0
85,41,0.04439999908208847,10677.900649094583,0
85,42,0.04439999908208847,10799.760578995707,0
85,43,0.04439999908208847,10921.717647146068,0
85,44,0.04439999908208847,11043.372747696114,0
85,45,0.0478999987244606,11205.497446417054,90
85,46,0.0478999987244606,11327.980556883304,0
85,47,0.04559999704360962,11491.11270049219,99
85,48,0.04559999704360962,11613.569560826005,0
85,49,0.04559999704360962,11735.04574717592,0
85,50,0.04559999704360962,11857.398781225367,0
85,51,0.05590000003576279,12256.62722785458,90
85,52,0.05829999968409538,12419.670126814694,86
85,53,0.05790000036358833,12582.444721507914,89
85,54,0.05959999933838844,12745.052204020887,86
85,55,0.05959999933838844,12867.63437721936,0
85,56,0.05959999933838844,12988.44222046785,0
85,57,0.05959999933838844,13111.551737068621,0
85,58,0.05959999933838844,13234.41699577357,0
85,59,0.05959999933838844,13357.882479597061,0
85,60,0.056299999356269836,13520.761242054552,87
85,61,0.056299999356269836,13644.43073969862,0
85,62,0.056299999356269836,13767.867962576618,0
85,63,0.056299999356269836,13891.350004804746,0
85,64,0.06309999525547028,14290.787374888216,92
85,65,0.06309999525547028,14414.32581167018,0
85,66,0.06309999525547028,14538.285130138436,0
85,67,0.06319999694824219,14701.41485494313,87
85,68,0.06359999626874924,14952.025473987547,182
85,69,0.06069999933242798,15350.021069211109,85
85,70,0.05920000001788139,15512.904341328556,90
85,71,0.05920000001788139,15637.143139463467,0
85,72,0.055299997329711914,15800.046188579674,89
85,73,0.055299997329711914,15924.31154322859,0
85,74,0.055299997329711914,16048.482055816836,0
85,75,0.055299997329711914,16170.482729190851,0
85,76,0.055299997329711914,16295.070506921236,0
85,77,0.06459999829530716,16457.63009361878,89
85,78,0.06459999829530716,16581.88059556895,0
85,79,0.06529999524354935,16744.828025331648,85
85,80,0.06529999524354935,16869.571191179133,0
85,81,0.06909999996423721,17124.771158623116,91
85,82,0.06909999996423721,17248.54384003867,0
85,83,0.06909999996423721,17373.35717974648,0
85,84,0.06909999996423721,17497.87922844086,0
85,85,0.0697999969124794,17660.72155481443,86
85,86,0.07270000129938126,18055.34258508266,85
85,87,0.07270000129938126,18178.90591261227,0
85,88,0.07270000129938126,18303.857449392755,0
85,89,0.07270000129938126,18428.86852715775,0
85,90,0.07270000129938126,18552.73068144503,0
85,91,0.07270000129938126,18677.809390785584,0
85,92,0.07270000129938126,18802.16907916794,0
85,93,0.07270000129938126,18927.079848394646,0
85,94,0.07270000129938126,19052.384579704365,0
85,95,0.07270000129938126,19176.946762337742,0
85,96,0.07270000129938126,19301.808337172144,0
85,97,0.07270000129938126,19426.44422997072,0
85,98,0.06260000169277191,19823.31038234521,89
85,99,0.06260000169277191,19948.91886014599,0
100,0,0.013700000010430813,399.9865418873601,204
100,1,0.0139999995008111,788.4941742398096,150
100,2,0.017099998891353607,1184.1108695287846,123
100,3,0.016699999570846558,1581.2396449437983,112
