config,round,val_accuracy,val_loss,virtual_time,wall_time,round_time,participation
fedavg,0,0.013299999758601189,4.608170509338379,4385.853657063988,1.3709809677675366,1664.1268349949548,348
fedavg,1,0.013700000010430813,4.602957248687744,8771.707314127976,2.4609980704262853,3356.5162973453234,364
fedavg,2,0.016599999740719795,4.597653865814209,13157.560971191964,3.4488395741209388,4226.740394038971,328
fedavg,3,0.01719999872148037,4.5927534103393555,17543.414628255952,4.435302613303065,5758.682070427183,333
fedavg,4,0.017099998891353607,4.588344097137451,21929.26828531994,5.495389625430107,6354.062682627445,332
fedavg,5,0.01889999955892563,4.58413028717041,26315.12194238393,6.536719644442201,7116.9570377140835,353
fedavg,6,0.01860000006854534,4.579075813293457,30700.975599447916,7.597873670980334,11373.763036981043,349
fedavg,7,0.020800000056624413,4.573666572570801,35086.829256511905,8.663880788721144,12016.461329481033,352
fedavg,8,0.01979999989271164,4.5674333572387695,39472.68291357589,9.715350206010044,13991.744307246894,346
fedavg,9,0.018400000408291817,4.561039447784424,43858.53657063987,10.726631009951234,15160.326864615838,338
fedavg,10,0.019999999552965164,4.554570198059082,48244.39022770386,11.84714622516185,18994.849980102044,371
fedavg,11,0.021299999207258224,4.5481696128845215,52630.24388476784,12.885042891837656,19554.583137442933,344
fedavg,12,0.023799998685717583,4.54121208190918,57016.09754183183,13.874753860756755,20235.549257099632,323
fedavg,13,0.024299999698996544,4.534143924713135,61401.95119889581,14.952119579538703,21367.753421003606,357
fedavg,14,0.025200000032782555,4.5270161628723145,65787.8048559598,16.022429603151977,22991.178249194803,354
fedavg,15,0.026499999687075615,4.517858505249023,70173.65851302378,17.082540945149958,23532.578486156326,359
fedavg,16,0.026599999517202377,4.508619785308838,74559.51217008776,18.178165400400758,25067.628106443284,362
fedavg,17,0.028699999675154686,4.499636173248291,78945.36582715175,19.234506490640342,25981.45008734011,353
fedavg,18,0.030399998649954796,4.490350723266602,83331.21948421573,20.303659410215914,26943.52063551106,339
fedavg,19,0.034199997782707214,4.479486465454102,87717.07314127972,21.77995079662651,30478.738207797305,357
fedavg,20,0.04010000079870224,4.469025135040283,92102.9267983437,23.318413113243878,34516.40182762995,331
fedavg,21,0.0429999977350235,4.457130432128906,96488.78045540769,24.82576466165483,35547.666430428224,369
fedavg,22,0.0429999977350235,4.442228317260742,100874.63411247167,26.593424228951335,36148.63238834436,360
fedavg,23,0.044499997049570084,4.4290080070495605,105260.48776953566,28.1234537018463,37548.57493029526,316
fedavg,24,0.04179999977350235,4.414401054382324,109646.34142659964,29.168661237694323,38504.86339718566,339
fedavg,25,0.04769999906420708,4.399477958679199,114032.19508366362,30.317546860314906,40087.989275091226,333
fedavg,26,0.0421999990940094,4.386065483093262,118418.04874072761,31.46148819103837,42318.119798118416,369
fedavg,27,0.05289999768137932,4.369155406951904,122803.9023977916,32.61989043466747,43298.90332386819,361
fedavg,28,0.05249999836087227,4.353813648223877,127189.75605485558,33.740890780463815,44182.41592646225,361
fedavg,29,0.056299999356269836,4.336394309997559,131575.60971191956,34.91563530545682,44842.091071577095,371
fedavg,30,0.05719999969005585,4.32003927230835,135961.46336898356,36.03985299076885,45956.659526281066,330
fedavg,31,0.05900000035762787,4.301217555999756,140347.31702604756,37.08807593304664,47897.93950104195,330
fedavg,32,0.0632999986410141,4.282384872436523,144733.17068311156,38.19002851936966,48728.57892312952,345
fedavg,33,0.05909999832510948,4.264444351196289,149119.02434017556,39.292507908307016,49261.019292491015,354
fedavg,34,0.06350000202655792,4.251571178436279,153504.87799723956,40.43316688667983,50952.10776508195,363
fedavg,35,0.065700002014637,4.236237525939941,157890.73165430356,41.52284767013043,51859.32777918334,343
fedavg,36,0.07400000095367432,4.217281818389893,162276.58531136755,42.64660311769694,52530.380668794074,338
fedavg,37,0.07019999623298645,4.203280448913574,166662.43896843155,43.75205289851874,53737.83345448076,346
fedavg,38,0.07639999687671661,4.187150955200195,171048.29262549555,44.79949085973203,56641.0604018449,323
fedavg,39,0.08259999752044678,4.177316665649414,175434.14628255955,45.957188731990755,58935.64366811814,364
